,Month_Year,Address_Zipcode,Eviction_Notice,actual_evictions,month_year,months_ahead,predicted_evictions,month_for_zips,months_ahead_2,perc_of_month,predicted_evictions_by_zip,actual_evictions_random_forest,month_year_random_forest,predicted_evictions_random_forest,zip_code
588,2000-04-01,94103,6,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0436457546807,8.2556795891,6.0,2000-04-01,8.2,94103
591,2000-04-01,94107,4,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0238610744822,4.51336875757,4.0,2000-04-01,8.2,94107
594,2000-04-01,94108,16,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.016164972139,3.05763599513,16.0,2000-04-01,4.5,94108
597,2000-04-01,94109,17,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0758874034772,14.3542503169,17.0,2000-04-01,13.4,94109
600,2000-04-01,94110,26,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.14143028963,26.7518150143,26.0,2000-04-01,31.2,94110
603,2000-04-01,94111,3,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.00513190210874,0.970709288963,3.0,2000-04-01,3.8,94111
606,2000-04-01,94112,17,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0577911532763,10.9313093112,17.0,2000-04-01,11.9,94112
609,2000-04-01,94114,16,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0671008252875,12.6922519221,16.0,2000-04-01,13.3,94114
612,2000-04-01,94115,8,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0475069662169,8.98603527894,8.0,2000-04-01,7.97567567568,94115
615,2000-04-01,94116,8,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0362509050717,6.85692936864,8.0,2000-04-01,8.9,94116
618,2000-04-01,94117,18,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0761759205035,14.4088238749,18.0,2000-04-01,17.5,94117
621,2000-04-01,94118,21,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0510963560503,9.66497536376,21.0,2000-04-01,11.6,94118
624,2000-04-01,94121,8,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0494873386879,9.36062659275,8.0,2000-04-01,9.6,94121
627,2000-04-01,94122,13,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0597502922135,11.3018842606,13.0,2000-04-01,12.8,94122
630,2000-04-01,94123,6,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0257772362467,4.87581449105,6.0,2000-04-01,7.3,94123
633,2000-04-01,94124,7,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0308705270215,5.83922037092,7.0,2000-04-01,7.1,94124
636,2000-04-01,94127,1,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.00740958638311,1.40153771001,1.0,2000-04-01,2.1,94127
639,2000-04-01,94131,8,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0287918852092,5.44604121964,8.0,2000-04-01,6.2,94131
642,2000-04-01,94132,3,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0318453088778,6.02360225948,3.0,2000-04-01,12.0,94132
645,2000-04-01,94133,6,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0459688310616,8.69509401559,6.0,2000-04-01,10.4,94133
648,2000-04-01,94134,3,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.0262358213658,4.96255676038,3.0,2000-04-01,6.5,94134
651,2000-04-01,Unknown_ZIP,5,250.0,2000-04-01,3.0,189.151949588,2000-04-01,3.0,0.017088523625,3.23232755925,5.0,2000-04-01,5.5,Unknown_ZIP
654,2000-05-01,94102,7,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0423539065438,7.9895838714,7.0,2000-05-01,8.3,94102
657,2000-05-01,94103,7,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.045142439675,8.51560900456,7.0,2000-05-01,7.1,94103
660,2000-05-01,94107,3,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.02268542787,4.27934855168,3.0,2000-05-01,6.3,94107
663,2000-05-01,94108,2,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0149760286651,2.82505787174,2.0,2000-05-01,3.8,94108
666,2000-05-01,94109,19,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0759433424557,14.3258498102,19.0,2000-05-01,18.3,94109
669,2000-05-01,94110,37,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.135031013424,25.472068459,37.0,2000-05-01,24.4,94110
672,2000-05-01,94112,24,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0580018929437,10.941398945,24.0,2000-05-01,16.0,94112
675,2000-05-01,94114,13,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0724264829986,13.6624341802,13.0,2000-05-01,15.9,94114
678,2000-05-01,94115,13,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0491494029692,9.27147716221,13.0,2000-05-01,7.6,94115
681,2000-05-01,94116,6,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0354392231899,6.68520731895,6.0,2000-05-01,6.5,94116
684,2000-05-01,94117,29,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0747153176957,14.0941968739,29.0,2000-05-01,15.5,94117
687,2000-05-01,94118,9,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0509221716702,9.6058898617,9.0,2000-05-01,8.8,94118
690,2000-05-01,94121,17,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0504529705906,9.51738040216,17.0,2000-05-01,8.6,94121
693,2000-05-01,94122,20,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0627635542726,11.8396323232,20.0,2000-05-01,14.7,94122
696,2000-05-01,94123,7,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0254209350877,4.79537094794,7.0,2000-05-01,6.2,94123
699,2000-05-01,94124,20,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0315415123941,5.94994840541,20.0,2000-05-01,6.5,94124
702,2000-05-01,94127,2,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.00740958638311,1.39773439314,2.0,2000-05-01,5.5,94127
705,2000-05-01,94131,8,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0275520409506,5.19737988691,8.0,2000-05-01,6.01315789474,94131
708,2000-05-01,94132,1,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0295212703079,5.56885265994,1.0,2000-05-01,6.4,94132
711,2000-05-01,94133,11,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0432801593854,8.16431095959,11.0,2000-05-01,10.1131578947,94133
714,2000-05-01,94134,11,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0283216855933,5.34256461545,11.0,2000-05-01,5.8,94134
717,2000-05-01,Unknown_ZIP,2,268.0,2000-05-01,3.0,188.638652804,2000-05-01,3.0,0.0176184569441,3.32352198242,2.0,2000-05-01,3.3,Unknown_ZIP
720,2000-06-01,94102,17,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0420606602865,7.65263010813,17.0,2000-06-01,11.1,94102
723,2000-06-01,94103,9,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0434032234237,7.89689967061,9.0,2000-06-01,8.0,94103
726,2000-06-01,94107,10,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0220085677805,4.00429825131,10.0,2000-06-01,5.8,94107
729,2000-06-01,94108,9,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0154201733714,2.805587982,9.0,2000-06-01,4.0,94108
732,2000-06-01,94109,28,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0756826917494,13.7699133014,28.0,2000-06-01,18.3,94109
735,2000-06-01,94110,29,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.134296228325,24.434218419,29.0,2000-06-01,19.8,94110
738,2000-06-01,94112,12,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0584273015414,10.6304210126,12.0,2000-06-01,14.6,94112
741,2000-06-01,94114,19,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0708407809364,12.8889629736,19.0,2000-06-01,11.2,94114
744,2000-06-01,94115,14,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0523351727865,9.52200265644,14.0,2000-06-01,10.0025641026,94115
747,2000-06-01,94116,4,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0369357927784,6.72019787512,4.0,2000-06-01,9.4,94116
750,2000-06-01,94117,21,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0765796561078,13.9331094188,21.0,2000-06-01,16.8,94117
753,2000-06-01,94118,10,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0515330262964,9.37605795801,10.0,2000-06-01,11.0,94118
756,2000-06-01,94121,14,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0494848023294,9.00339855868,14.0,2000-06-01,10.5,94121
759,2000-06-01,94122,9,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0631966885039,11.4981761552,9.0,2000-06-01,12.4,94122
762,2000-06-01,94123,15,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.025325177552,4.60773118891,15.0,2000-06-01,7.4,94123
765,2000-06-01,94124,8,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0309357067496,5.62852602112,8.0,2000-06-01,6.6,94124
768,2000-06-01,94127,2,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.00763950153121,1.38995153739,2.0,2000-06-01,1.8,94127
771,2000-06-01,94131,1,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0276951475544,5.03892993072,1.0,2000-06-01,7.6,94131
774,2000-06-01,94132,6,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0275400170635,5.01070507032,6.0,2000-06-01,7.6,94132
777,2000-06-01,94133,2,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.042505194647,7.73350989003,2.0,2000-06-01,9.9,94133
780,2000-06-01,94134,8,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0296023218262,5.38592636765,8.0,2000-06-01,9.0,94134
783,2000-06-01,Unknown_ZIP,6,253.0,2000-06-01,3.0,181.942700281,2000-06-01,3.0,0.0168274850361,3.06163806641,6.0,2000-06-01,3.1,Unknown_ZIP
786,2000-07-01,94102,3,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0480559941106,9.63640238173,3.0,2000-07-01,8.4,94102
789,2000-07-01,94103,7,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0419106677758,8.40411412246,7.0,2000-07-01,8.8,94103
792,2000-07-01,94107,4,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.021546370259,4.32057431177,4.0,2000-07-01,3.9,94107
795,2000-07-01,94108,3,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0198365212468,3.9777077579,3.0,2000-07-01,3.6,94108
798,2000-07-01,94109,14,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.075091715461,15.0577258698,14.0,2000-07-01,12.3,94109
801,2000-07-01,94110,29,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.131965749223,26.4623609115,29.0,2000-07-01,23.5,94110
804,2000-07-01,94111,3,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.00650552168699,1.30451623859,3.0,2000-07-01,2.3,94111
807,2000-07-01,94112,20,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0591636629613,11.863761706,20.0,2000-07-01,13.3,94112
810,2000-07-01,94114,15,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0703145670182,14.0997907467,15.0,2000-07-01,11.9,94114
813,2000-07-01,94115,6,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.050770928726,10.1808131858,6.0,2000-07-01,6.9975,94115
816,2000-07-01,94116,8,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0365561164108,7.33039558889,8.0,2000-07-01,7.0,94116
819,2000-07-01,94117,19,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0762273748687,15.2854533619,19.0,2000-07-01,16.9,94117
822,2000-07-01,94118,15,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0540304858121,10.834434118,15.0,2000-07-01,10.7,94118
825,2000-07-01,94121,14,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0481398175349,9.65321102881,14.0,2000-07-01,10.5,94121
828,2000-07-01,94122,14,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0623354047729,12.4997735274,14.0,2000-07-01,16.1,94122
831,2000-07-01,94123,2,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0252232408173,5.05787680361,2.0,2000-07-01,4.6,94123
834,2000-07-01,94124,5,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0307098831535,6.15808280818,5.0,2000-07-01,4.6,94124
837,2000-07-01,94127,1,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.00730863775564,1.46556065646,1.0,2000-07-01,1.9,94127
840,2000-07-01,94131,2,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0280538852582,5.62549025823,2.0,2000-07-01,6.9,94131
843,2000-07-01,94132,2,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0261272882396,5.23916042691,2.0,2000-07-01,7.71052631579,94132
846,2000-07-01,94133,6,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0410817181357,8.23788944157,6.0,2000-07-01,6.7,94133
849,2000-07-01,94134,5,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0282482970704,5.66447458234,5.0,2000-07-01,5.5,94134
852,2000-07-01,Unknown_ZIP,7,204.0,2000-07-01,3.0,200.52446235,2000-07-01,3.0,0.0171158954874,3.43215574025,7.0,2000-07-01,4.6,Unknown_ZIP
855,2000-08-01,94102,22,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0464890947445,9.17943039976,22.0,2000-08-01,7.7,94102
858,2000-08-01,94103,9,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0407827202907,8.05268729104,9.0,2000-08-01,8.6,94103
861,2000-08-01,94107,5,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0208069173727,4.10839683813,5.0,2000-08-01,4.0,94107
864,2000-08-01,94108,2,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0188053683568,3.71318415473,2.0,2000-08-01,2.54594594595,94108
867,2000-08-01,94109,8,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0747919873843,14.7679331341,8.0,2000-08-01,11.5,94109
870,2000-08-01,94110,29,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.132401031528,26.1430354892,29.0,2000-08-01,27.0,94110
873,2000-08-01,94112,29,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0613342755217,12.1106620029,29.0,2000-08-01,13.3,94112
876,2000-08-01,94114,9,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0687569167088,13.5762878348,9.0,2000-08-01,14.5,94114
879,2000-08-01,94115,9,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0506092525803,9.99296962433,9.0,2000-08-01,11.2,94115
882,2000-08-01,94116,13,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0355441123602,7.01830627859,13.0,2000-08-01,8.8,94116
885,2000-08-01,94117,16,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0785117734655,15.5024175895,16.0,2000-08-01,16.1,94117
888,2000-08-01,94118,20,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0525698860792,10.3801033993,20.0,2000-08-01,9.7,94118
891,2000-08-01,94121,17,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0492321759839,9.72106115114,17.0,2000-08-01,9.6,94121
894,2000-08-01,94122,13,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0632133662656,12.4816948826,13.0,2000-08-01,14.0,94122
897,2000-08-01,94123,6,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0252872524007,4.9930542784,6.0,2000-08-01,6.9,94123
900,2000-08-01,94124,6,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0338468104762,6.68316822961,6.0,2000-08-01,5.18205128205,94124
903,2000-08-01,94127,3,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0073214751566,1.44565025396,3.0,2000-08-01,3.7,94127
906,2000-08-01,94131,13,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0281921053359,5.56662740317,13.0,2000-08-01,7.3,94131
909,2000-08-01,94132,2,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0242609594932,4.79040924164,2.0,2000-08-01,7.3,94132
912,2000-08-01,94133,22,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0410790794202,8.11120441248,22.0,2000-08-01,11.9,94133
915,2000-08-01,94134,9,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0291623312882,5.75820182831,9.0,2000-08-01,5.7,94134
918,2000-08-01,Unknown_ZIP,3,265.0,2000-08-01,3.0,197.453412466,2000-08-01,3.0,0.0163114614107,3.22075371785,3.0,2000-08-01,3.4,Unknown_ZIP
921,2000-09-01,94102,10,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0478694001542,9.8142571895,10.0,2000-09-01,8.1,94102
924,2000-09-01,94103,7,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0404354137733,8.29013000073,7.0,2000-09-01,8.1,94103
927,2000-09-01,94107,3,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0220548356611,4.52171593446,3.0,2000-09-01,5.2,94107
930,2000-09-01,94108,4,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0200951956009,4.11994755031,4.0,2000-09-01,3.1,94108
933,2000-09-01,94109,17,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0771839840093,15.8243777348,17.0,2000-09-01,15.9,94109
936,2000-09-01,94110,25,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.131215929821,26.9020894032,25.0,2000-09-01,32.2,94110
939,2000-09-01,94112,11,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0604073791562,12.3848127044,11.0,2000-09-01,11.5,94112
942,2000-09-01,94114,15,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0691797098768,14.1833292842,15.0,2000-09-01,17.3,94114
945,2000-09-01,94115,1,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0509243669669,10.4405911295,1.0,2000-09-01,9.81428571429,94115
948,2000-09-01,94116,5,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0342285233148,7.01758388337,5.0,2000-09-01,9.2,94116
951,2000-09-01,94117,13,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0788112520724,16.1580027068,13.0,2000-09-01,16.2,94117
954,2000-09-01,94118,8,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0517002731206,10.5996685887,8.0,2000-09-01,11.4,94118
957,2000-09-01,94121,13,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0496390954769,10.1770828148,13.0,2000-09-01,7.8,94121
960,2000-09-01,94122,18,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0613706833499,12.5823107946,18.0,2000-09-01,17.0,94122
963,2000-09-01,94123,8,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0275540047439,5.64916393952,8.0,2000-09-01,6.1,94123
966,2000-09-01,94124,6,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0336983933351,6.90889582903,6.0,2000-09-01,6.8,94124
969,2000-09-01,94127,2,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.00736637232455,1.51026485216,2.0,2000-09-01,1.6,94127
972,2000-09-01,94131,12,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0264607098955,5.4250149677,12.0,2000-09-01,6.2,94131
975,2000-09-01,94132,3,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0242189945338,4.96541507643,3.0,2000-09-01,10.2,94132
978,2000-09-01,94133,12,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0388674833482,7.96867052144,12.0,2000-09-01,8.9,94133
981,2000-09-01,94134,5,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0293262127596,6.01250472096,5.0,2000-09-01,8.4,94134
984,2000-09-01,Unknown_ZIP,6,204.0,2000-09-01,3.0,205.021520175,2000-09-01,3.0,0.0168809963037,3.46096752426,6.0,2000-09-01,3.8,Unknown_ZIP
987,2000-10-01,94102,10,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0457966802916,8.5389233178,10.0,2000-10-01,9.8,94102
990,2000-10-01,94103,10,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0400528082556,7.4679617863,10.0,2000-10-01,6.2,94103
993,2000-10-01,94107,12,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0219018986284,4.08367225989,12.0,2000-10-01,6.5,94107
996,2000-10-01,94108,2,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0197102446546,3.67503204619,2.0,2000-10-01,4.0,94108
999,2000-10-01,94109,11,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.076649200695,14.2914648603,11.0,2000-10-01,23.1,94109
1002,2000-10-01,94110,36,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.131899738129,24.5930871485,36.0,2000-10-01,29.8,94110
1005,2000-10-01,94112,14,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0627593689393,11.7016656106,14.0,2000-10-01,15.7,94112
1008,2000-10-01,94114,10,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0694515662448,12.9494451277,10.0,2000-10-01,17.4,94114
1011,2000-10-01,94115,14,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0495798293256,9.2443023823,14.0,2000-10-01,9.20930232558,94115
1014,2000-10-01,94116,12,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0345402209998,6.44012397011,12.0,2000-10-01,8.6,94116
1017,2000-10-01,94117,15,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0797066272493,14.8615308723,15.0,2000-10-01,17.7,94117
1020,2000-10-01,94118,10,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0530645942858,9.8940468744,10.0,2000-10-01,12.2,94118
1023,2000-10-01,94121,4,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0508258676959,9.47662983545,4.0,2000-10-01,9.9,94121
1026,2000-10-01,94122,13,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0618242313268,11.5273065017,13.0,2000-10-01,15.5,94122
1029,2000-10-01,94123,11,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0264446245455,4.93067662818,11.0,2000-10-01,6.8,94123
1032,2000-10-01,94124,6,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0331241064968,6.17608533076,6.0,2000-10-01,6.0,94124
1035,2000-10-01,94127,3,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.00719034292882,1.3406602074,3.0,2000-10-01,1.4,94127
1038,2000-10-01,94131,9,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0253502573404,4.72662870185,9.0,2000-10-01,5.0,94131
1041,2000-10-01,94132,3,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0231893464648,4.32372062761,3.0,2000-10-01,4.0,94132
1044,2000-10-01,94133,11,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0382765009331,7.13676415539,11.0,2000-10-01,9.7,94133
1047,2000-10-01,94134,9,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0290251872072,5.41182999006,9.0,2000-10-01,3.9,94134
1050,2000-10-01,Unknown_ZIP,3,228.0,2000-10-01,3.0,186.452888363,2000-10-01,3.0,0.0181261912456,3.37968071276,3.0,2000-10-01,2.8,Unknown_ZIP
1053,2000-11-01,94102,3,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0479862207406,10.1523358672,3.0,2000-11-01,7.5,94102
1056,2000-11-01,94103,9,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0396945409553,8.39808398441,9.0,2000-11-01,7.1,94103
1059,2000-11-01,94107,4,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0217234295637,4.59597671404,4.0,2000-11-01,6.1,94107
1062,2000-11-01,94108,3,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0188993729984,3.99849747278,3.0,2000-11-01,3.7,94108
1065,2000-11-01,94109,11,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.073916228845,15.6382888607,11.0,2000-11-01,15.0,94109
1068,2000-11-01,94110,23,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.130578221902,27.6261381962,23.0,2000-11-01,26.1,94110
1071,2000-11-01,94112,12,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0655049332525,13.8587301329,12.0,2000-11-01,14.3,94112
1074,2000-11-01,94114,13,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0673639602393,14.2520402553,13.0,2000-11-01,14.5,94114
1077,2000-11-01,94115,6,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0486611490212,10.2951289125,6.0,2000-11-01,9.7,94115
1080,2000-11-01,94116,11,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0353941258689,7.48825491989,11.0,2000-11-01,7.2,94116
1083,2000-11-01,94117,14,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0785696114399,16.6227944603,14.0,2000-11-01,15.7,94117
1086,2000-11-01,94118,11,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0543826592168,11.5056158456,11.0,2000-11-01,10.3,94118
1089,2000-11-01,94121,19,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0516096956782,10.9189462401,19.0,2000-11-01,11.5,94121
1092,2000-11-01,94122,14,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0610731944119,12.9211171996,14.0,2000-11-01,12.0,94122
1095,2000-11-01,94123,8,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0262209118918,5.54749884785,8.0,2000-11-01,7.3,94123
1098,2000-11-01,94124,6,197.0,2000-11-01,3.0,211.567731539,2000-11-01,3.0,0.0325074831401,6.87753446601,6.0,2000-11-01,5.5,94124
